SERIAL	SONG	USER	DATE
3065	252	65	2021-08-14
3066	234	11	2021-08-14
3067	458	59	2021-08-14
3068	406	26	2021-08-14
3069	142	14	2021-08-14
3070	617	40	2021-08-14
3071	263	14	2021-08-14
3072	422	65	2021-08-14
3073	312	37	2021-08-14
3074	871	70	2021-08-14
3075	429	58	2021-08-14
3076	471	30	2021-08-14
3077	262	9	2021-08-14
3078	884	63	2021-08-14
3079	421	40	2021-08-14
3080	396	40	2021-08-14
3081	393	58	2021-08-14
3082	470	39	2021-08-14
3083	734	11	2021-08-14
3084	222	36	2021-08-14
3085	261	27	2021-08-14
3086	935	4	2021-08-14
3087	275	21	2021-08-14
3088	46	18	2021-08-14
3089	781	23	2021-08-14
3090	88	9	2021-08-14
3091	672	46	2021-08-14
3092	561	43	2021-08-14
3093	757	9	2021-08-14
3094	765	15	2021-08-14
3095	627	33	2021-08-14
3096	125	65	2021-08-14
3097	875	17	2021-08-14
3098	61	61	2021-08-14
3099	588	4	2021-08-14
3100	526	50	2021-08-14
3101	389	35	2021-08-14
3102	45	2	2021-08-14
3103	254	31	2021-08-14
3104	83	30	2021-08-14
3105	831	26	2021-08-14
3106	733	15	2021-08-14
3107	612	60	2021-08-14
3108	800	7	2021-08-14
3109	607	47	2021-08-14
3110	529	6	2021-08-14
3111	703	34	2021-08-14
3112	28	64	2021-08-14
3113	633	52	2021-08-14
3114	573	40	2021-08-14
3115	527	19	2021-08-14
3116	668	14	2021-08-14
3117	966	45	2021-08-14
3118	846	46	2021-08-14
3119	38	13	2021-08-14
3120	812	8	2021-08-14
3121	971	13	2021-08-14
3122	767	27	2021-08-14
3123	257	34	2021-08-14
3124	820	51	2021-08-14
3125	353	49	2021-08-14
3126	477	50	2021-08-14
3127	549	66	2021-08-14
3128	724	27	2021-08-14
3129	142	49	2021-08-15
3130	513	63	2021-08-15
3131	182	28	2021-08-15
3132	410	53	2021-08-15
3133	687	45	2021-08-15
3134	505	49	2021-08-15
3135	31	45	2021-08-15
3136	835	13	2021-08-15
3137	741	8	2021-08-15
3138	750	13	2021-08-15
3139	266	69	2021-08-15
3140	855	20	2021-08-15
3141	205	57	2021-08-15
3142	67	53	2021-08-15
3143	626	44	2021-08-15
3144	390	20	2021-08-15
3145	832	26	2021-08-15
3146	131	32	2021-08-15
3147	721	27	2021-08-15
3148	762	2	2021-08-15
3149	760	59	2021-08-15
3150	364	3	2021-08-15
3151	130	61	2021-08-15
3152	348	59	2021-08-15
3153	479	43	2021-08-15
3154	432	66	2021-08-15
3155	718	40	2021-08-15
3156	857	8	2021-08-15
3157	640	5	2021-08-15
3158	963	45	2021-08-15
3159	17	51	2021-08-15
3160	226	18	2021-08-15
3161	327	19	2021-08-15
3162	32	9	2021-08-15
3163	890	48	2021-08-15
3164	570	34	2021-08-15
3165	795	48	2021-08-15
3166	633	19	2021-08-15
3167	800	56	2021-08-15
3168	690	13	2021-08-15
3169	554	16	2021-08-15
3170	401	16	2021-08-15
3171	656	42	2021-08-15
3172	509	18	2021-08-15
3173	39	34	2021-08-15
3174	682	55	2021-08-15
3175	546	12	2021-08-15
3176	193	62	2021-08-15
3177	184	16	2021-08-15
3178	204	58	2021-08-15
3179	208	35	2021-08-15
3180	138	54	2021-08-15
3181	845	13	2021-08-15
3182	910	8	2021-08-15
3183	216	42	2021-08-15
3184	795	41	2021-08-15
3185	240	52	2021-08-15
3186	48	44	2021-08-15
3187	740	67	2021-08-15
3188	522	59	2021-08-15
3189	910	69	2021-08-15
3190	17	25	2021-08-15
3191	290	12	2021-08-15
3192	836	15	2021-08-15
3193	688	44	2021-08-15
3194	780	8	2021-08-15
3195	957	62	2021-08-15
3196	484	59	2021-08-15
3197	945	21	2021-08-15
3198	11	26	2021-08-15
3199	797	54	2021-08-15
3200	802	69	2021-08-15
3201	214	31	2021-08-15
3202	994	49	2021-08-15
3203	125	5	2021-08-15
3204	695	5	2021-08-15
3205	564	1	2021-08-15
3206	22	19	2021-08-15
3207	417	33	2021-08-15
3208	577	57	2021-08-15
3209	585	23	2021-08-15
3210	334	1	2021-08-15
3211	472	66	2021-08-15
3212	754	27	2021-08-15
3213	742	6	2021-08-15
3214	730	9	2021-08-15
3215	783	35	2021-08-15
3216	960	19	2021-08-15
3217	177	14	2021-08-15
3218	561	31	2021-08-15
3219	338	24	2021-08-15
3220	608	46	2021-08-15
3221	924	6	2021-08-16
3222	334	36	2021-08-16
3223	417	13	2021-08-16
3224	789	55	2021-08-16
3225	727	7	2021-08-16
3226	740	13	2021-08-16
3227	400	28	2021-08-16
3228	323	47	2021-08-16
3229	182	56	2021-08-16
3230	491	32	2021-08-16
3231	774	44	2021-08-16
3232	373	27	2021-08-16
3233	819	64	2021-08-16
3234	374	28	2021-08-16
3235	511	37	2021-08-16
3236	780	70	2021-08-16
3237	960	18	2021-08-16
3238	722	53	2021-08-16
3239	758	5	2021-08-16
3240	381	3	2021-08-16
3241	960	6	2021-08-16
3242	744	70	2021-08-16
3243	859	11	2021-08-16
3244	901	23	2021-08-16
3245	681	6	2021-08-16
3246	612	69	2021-08-16
3247	453	28	2021-08-16
3248	102	62	2021-08-16
3249	371	49	2021-08-16
3250	43	35	2021-08-16
3251	893	11	2021-08-16
3252	638	49	2021-08-16
3253	188	70	2021-08-16
3254	356	55	2021-08-16
3255	333	47	2021-08-16
3256	157	29	2021-08-16
3257	709	54	2021-08-16
3258	549	64	2021-08-16
3259	490	47	2021-08-16
3260	784	69	2021-08-16
3261	55	61	2021-08-16
3262	727	20	2021-08-16
3263	42	40	2021-08-16
3264	889	9	2021-08-16
3265	669	52	2021-08-16
3266	128	66	2021-08-16
3267	704	40	2021-08-16
3268	362	65	2021-08-16
3269	454	38	2021-08-16
3270	919	58	2021-08-16
3271	983	45	2021-08-16
3272	920	20	2021-08-16
3273	746	9	2021-08-16
3274	669	49	2021-08-16
3275	559	22	2021-08-16
3276	387	19	2021-08-16
3277	887	41	2021-08-16
3278	37	43	2021-08-16
3279	217	41	2021-08-16
3280	75	18	2021-08-16
3281	653	51	2021-08-16
3282	727	54	2021-08-16
3283	639	25	2021-08-16
3284	278	17	2021-08-16
3285	844	11	2021-08-16
3286	287	40	2021-08-16
3287	56	35	2021-08-16
3288	805	3	2021-08-16
3289	851	10	2021-08-16
3290	887	58	2021-08-16
3291	539	27	2021-08-16
3292	302	68	2021-08-16
3293	486	29	2021-08-16
3294	585	37	2021-08-16
3295	280	35	2021-08-16
3296	410	35	2021-08-16
3297	307	1	2021-08-16
3298	645	63	2021-08-16
3299	192	46	2021-08-16
3300	402	60	2021-08-16
3301	290	51	2021-08-16
3302	289	31	2021-08-16
3303	415	48	2021-08-16
3304	464	28	2021-08-16
3305	326	16	2021-08-16
3306	40	49	2021-08-16
3307	97	43	2021-08-16
3308	260	52	2021-08-16
3309	516	44	2021-08-16
3310	41	6	2021-08-17
3311	656	33	2021-08-17
3312	137	54	2021-08-17
3313	690	35	2021-08-17
3314	328	41	2021-08-17
3315	317	17	2021-08-17
3316	803	68	2021-08-17
3317	953	58	2021-08-17
3318	541	67	2021-08-17
3319	719	64	2021-08-17
3320	614	43	2021-08-17
3321	206	47	2021-08-17
3322	934	39	2021-08-17
3323	906	19	2021-08-17
3324	738	25	2021-08-17
3325	441	5	2021-08-17
3326	481	43	2021-08-17
3327	831	13	2021-08-17
3328	682	62	2021-08-17
3329	491	17	2021-08-17
3330	112	55	2021-08-17
3331	391	28	2021-08-17
3332	740	65	2021-08-17
3333	533	70	2021-08-17
3334	394	2	2021-08-17
3335	843	33	2021-08-17
3336	946	39	2021-08-17
3337	434	43	2021-08-17
3338	549	63	2021-08-17
3339	923	38	2021-08-17
3340	918	65	2021-08-17
3341	53	51	2021-08-17
3342	666	43	2021-08-17
3343	300	15	2021-08-17
3344	892	58	2021-08-17
3345	206	12	2021-08-17
3346	934	33	2021-08-17
3347	785	43	2021-08-17
3348	621	54	2021-08-17
3349	444	45	2021-08-17
3350	47	7	2021-08-17
3351	337	43	2021-08-17
3352	275	29	2021-08-17
3353	508	67	2021-08-17
3354	936	55	2021-08-17
3355	413	64	2021-08-17
3356	917	43	2021-08-17
3357	373	6	2021-08-17
3358	193	38	2021-08-17
3359	24	60	2021-08-17
3360	787	28	2021-08-17
3361	54	34	2021-08-17
3362	931	58	2021-08-17
3363	856	40	2021-08-17
3364	573	68	2021-08-17
3365	532	5	2021-08-17
3366	376	41	2021-08-17
3367	45	56	2021-08-17
3368	676	44	2021-08-17
3369	902	29	2021-08-17
3370	688	49	2021-08-17
3371	567	32	2021-08-17
3372	792	29	2021-08-17
3373	206	8	2021-08-17
3374	536	3	2021-08-17
3375	753	2	2021-08-17
3376	354	23	2021-08-17
3377	143	67	2021-08-17
3378	576	27	2021-08-17
3379	271	9	2021-08-17
3380	702	40	2021-08-17
3381	771	41	2021-08-17
3382	334	63	2021-08-17
3383	811	69	2021-08-17
3384	528	28	2021-08-17
3385	974	61	2021-08-17
3386	103	39	2021-08-17
3387	875	58	2021-08-17
3388	749	2	2021-08-17
3389	954	23	2021-08-17
3390	883	38	2021-08-17
3391	432	32	2021-08-17
3392	874	46	2021-08-17
3393	501	70	2021-08-17
3394	645	19	2021-08-17
3395	677	7	2021-08-17
3396	959	35	2021-08-17
3397	404	40	2021-08-17
3398	212	58	2021-08-17
3399	857	51	2021-08-17
3400	485	27	2021-08-17
3401	394	4	2021-08-17
3402	413	59	2021-08-17
3403	116	25	2021-08-17
3404	426	54	2021-08-17
3405	543	38	2021-08-17
3406	700	16	2021-08-18
3407	461	17	2021-08-18
3408	659	21	2021-08-18
3409	596	24	2021-08-18
3410	595	30	2021-08-18
3411	491	28	2021-08-18
3412	704	29	2021-08-18
3413	752	65	2021-08-18
3414	713	63	2021-08-18
3415	103	20	2021-08-18
3416	73	70	2021-08-18
3417	764	11	2021-08-18
3418	936	57	2021-08-18
3419	634	70	2021-08-18
3420	870	30	2021-08-18
3421	923	62	2021-08-18
3422	733	41	2021-08-18
3423	216	55	2021-08-18
3424	28	4	2021-08-18
3425	195	47	2021-08-18
3426	426	64	2021-08-18
3427	18	6	2021-08-18
3428	371	59	2021-08-18
3429	199	8	2021-08-18
3430	958	50	2021-08-18
3431	437	57	2021-08-18
3432	34	28	2021-08-18
3433	633	6	2021-08-18
3434	603	21	2021-08-18
3435	585	16	2021-08-18
3436	96	45	2021-08-18
3437	434	12	2021-08-18
3438	727	38	2021-08-18
3439	651	45	2021-08-18
3440	785	27	2021-08-18
3441	866	32	2021-08-18
3442	58	24	2021-08-18
3443	669	54	2021-08-18
3444	678	21	2021-08-18
3445	238	29	2021-08-18
3446	511	49	2021-08-18
3447	874	44	2021-08-18
3448	590	26	2021-08-18
3449	755	38	2021-08-18
3450	756	16	2021-08-18
3451	719	24	2021-08-18
3452	593	45	2021-08-18
3453	734	41	2021-08-18
3454	502	11	2021-08-18
3455	752	37	2021-08-18
3456	73	69	2021-08-18
3457	338	12	2021-08-18
3458	234	44	2021-08-18
3459	616	52	2021-08-18
3460	204	65	2021-08-18
3461	618	46	2021-08-18
3462	263	16	2021-08-18
3463	707	16	2021-08-18
3464	701	55	2021-08-18
3465	175	5	2021-08-18
3466	509	3	2021-08-18
3467	256	31	2021-08-18
3468	475	43	2021-08-18
3469	771	57	2021-08-18
3470	786	41	2021-08-18
3471	609	11	2021-08-18
3472	371	67	2021-08-18
3473	960	49	2021-08-18
3474	388	62	2021-08-18
3475	125	24	2021-08-18
3476	40	8	2021-08-18
3477	675	54	2021-08-18
3478	445	65	2021-08-18
3479	950	56	2021-08-18
3480	539	2	2021-08-18
3481	717	5	2021-08-18
3482	824	36	2021-08-18
3483	230	20	2021-08-18
3484	514	2	2021-08-18
3485	136	15	2021-08-18
3486	862	56	2021-08-18
3487	814	39	2021-08-18
3488	551	55	2021-08-18
3489	452	19	2021-08-18
3490	776	16	2021-08-18
3491	990	34	2021-08-18
3492	878	33	2021-08-18
3493	844	6	2021-08-18
3494	811	31	2021-08-18
3495	473	49	2021-08-18
3496	282	68	2021-08-19
3497	819	6	2021-08-19
3498	957	55	2021-08-19
3499	829	57	2021-08-19
3500	2	27	2021-08-19
3501	718	15	2021-08-19
3502	89	57	2021-08-19
3503	765	26	2021-08-19
3504	233	63	2021-08-19
3505	815	48	2021-08-19
3506	573	15	2021-08-19
3507	108	66	2021-08-19
3508	9	25	2021-08-19
3509	59	16	2021-08-19
3510	845	40	2021-08-19
3511	633	30	2021-08-19
3512	654	36	2021-08-19
3513	734	33	2021-08-19
3514	810	18	2021-08-19
3515	755	26	2021-08-19
3516	209	65	2021-08-19
3517	479	43	2021-08-19
3518	203	56	2021-08-19
3519	887	15	2021-08-19
3520	609	49	2021-08-19
3521	691	41	2021-08-19
3522	214	37	2021-08-19
3523	241	8	2021-08-19
3524	143	41	2021-08-19
3525	663	58	2021-08-19
3526	348	60	2021-08-19
3527	272	47	2021-08-19
3528	269	54	2021-08-19
3529	718	14	2021-08-19
3530	292	37	2021-08-19
3531	900	8	2021-08-19
3532	878	14	2021-08-19
3533	598	58	2021-08-19
3534	261	14	2021-08-19
3535	20	43	2021-08-19
3536	129	21	2021-08-19
3537	575	54	2021-08-19
3538	162	61	2021-08-19
3539	13	50	2021-08-19
3540	729	4	2021-08-19
3541	653	54	2021-08-19
3542	789	52	2021-08-19
3543	250	48	2021-08-19
3544	810	29	2021-08-19
3545	995	52	2021-08-19
3546	349	15	2021-08-19
3547	232	26	2021-08-19
3548	431	29	2021-08-19
3549	954	27	2021-08-19
3550	181	11	2021-08-19
3551	689	43	2021-08-19
3552	722	33	2021-08-19
3553	486	35	2021-08-19
3554	788	39	2021-08-19
3555	87	13	2021-08-19
3556	906	2	2021-08-19
3557	694	54	2021-08-19
3558	478	20	2021-08-19
3559	713	14	2021-08-19
3560	471	29	2021-08-19
3561	934	33	2021-08-19
3562	278	33	2021-08-19
3563	44	43	2021-08-19
3564	684	54	2021-08-19
3565	8	23	2021-08-19
3566	4	63	2021-08-19
3567	879	55	2021-08-19
3568	109	27	2021-08-19
3569	668	16	2021-08-19
3570	181	70	2021-08-19
3571	302	61	2021-08-19
3572	627	51	2021-08-19
3573	132	53	2021-08-19
3574	769	44	2021-08-19
3575	753	11	2021-08-19
3576	38	43	2021-08-19
3577	318	44	2021-08-19
3578	601	58	2021-08-19
3579	129	14	2021-08-19
3580	330	52	2021-08-19
3581	628	44	2021-08-19
3582	37	31	2021-08-19
3583	376	42	2021-08-19
3584	509	64	2021-08-20
3585	189	29	2021-08-20
3586	934	13	2021-08-20
3587	777	26	2021-08-20
3588	361	8	2021-08-20
3589	507	37	2021-08-20
3590	910	1	2021-08-20
3591	935	15	2021-08-20
3592	382	12	2021-08-20
3593	970	39	2021-08-20
3594	414	17	2021-08-20
3595	297	28	2021-08-20
3596	191	62	2021-08-20
3597	796	44	2021-08-20
3598	272	50	2021-08-20
3599	726	36	2021-08-20
3600	907	50	2021-08-20
3601	418	27	2021-08-20
3602	800	2	2021-08-20
3603	730	9	2021-08-20
3604	312	58	2021-08-20
3605	628	12	2021-08-20
3606	420	6	2021-08-20
3607	11	64	2021-08-20
3608	284	12	2021-08-20
3609	941	13	2021-08-20
3610	76	44	2021-08-20
3611	14	17	2021-08-20
3612	814	38	2021-08-20
3613	882	28	2021-08-20
3614	589	17	2021-08-20
3615	289	20	2021-08-20
3616	225	26	2021-08-20
3617	922	8	2021-08-20
3618	999	56	2021-08-20
3619	52	1	2021-08-20
3620	526	67	2021-08-20
3621	56	8	2021-08-20
3622	311	50	2021-08-20
3623	303	55	2021-08-20
3624	251	5	2021-08-20
3625	535	34	2021-08-20
3626	165	59	2021-08-20
3627	912	66	2021-08-20
3628	529	8	2021-08-20
3629	882	9	2021-08-20
3630	41	36	2021-08-20
3631	922	54	2021-08-20
3632	336	9	2021-08-20
3633	448	27	2021-08-20
3634	186	52	2021-08-20
3635	774	21	2021-08-20
3636	524	18	2021-08-20
3637	20	50	2021-08-20
3638	446	9	2021-08-20
3639	278	31	2021-08-20
3640	805	69	2021-08-20
3641	930	3	2021-08-20
3642	370	70	2021-08-20
3643	76	58	2021-08-20
3644	918	63	2021-08-20
3645	168	45	2021-08-20
3646	658	7	2021-08-20
3647	355	17	2021-08-20
3648	612	3	2021-08-20
3649	785	5	2021-08-20
3650	753	16	2021-08-20
3651	933	42	2021-08-20
3652	249	12	2021-08-20
3653	306	70	2021-08-20
3654	665	34	2021-08-20
3655	362	56	2021-08-20
3656	313	5	2021-08-20
3657	761	1	2021-08-20
3658	514	39	2021-08-20
3659	4	58	2021-08-20
3660	576	46	2021-08-20
3661	223	55	2021-08-20
3662	671	37	2021-08-20
3663	972	10	2021-08-20
3664	366	29	2021-08-20
3665	722	51	2021-08-20
3666	785	24	2021-08-20
3667	870	28	2021-08-20
3668	334	35	2021-08-20
3669	227	32	2021-08-20
3670	161	31	2021-08-20
3671	279	46	2021-08-20
3672	403	33	2021-08-20
3673	365	32	2021-08-20
3674	825	24	2021-08-20
3675	133	27	2021-08-20
3676	205	26	2021-08-20
3677	440	40	2021-08-21
3678	410	68	2021-08-21
3679	254	68	2021-08-21
3680	258	6	2021-08-21
3681	226	46	2021-08-21
3682	393	39	2021-08-21
3683	553	46	2021-08-21
3684	294	5	2021-08-21
3685	951	17	2021-08-21
3686	913	19	2021-08-21
3687	255	27	2021-08-21
3688	201	49	2021-08-21
3689	666	62	2021-08-21
3690	653	26	2021-08-21
3691	25	46	2021-08-21
3692	146	53	2021-08-21
3693	618	36	2021-08-21
3694	778	19	2021-08-21
3695	712	13	2021-08-21
3696	686	65	2021-08-21
3697	551	22	2021-08-21
3698	183	3	2021-08-21
3699	19	56	2021-08-21
3700	963	16	2021-08-21
3701	26	60	2021-08-21
3702	589	22	2021-08-21
3703	508	52	2021-08-21
3704	260	55	2021-08-21
3705	328	64	2021-08-21
3706	788	8	2021-08-21
3707	282	2	2021-08-21
3708	745	67	2021-08-21
3709	449	23	2021-08-21
3710	276	5	2021-08-21
3711	622	22	2021-08-21
3712	716	36	2021-08-21
3713	775	30	2021-08-21
3714	863	17	2021-08-21
3715	85	47	2021-08-21
3716	896	21	2021-08-21
3717	615	55	2021-08-21
3718	106	53	2021-08-21
3719	923	18	2021-08-21
3720	313	17	2021-08-21
3721	905	61	2021-08-21
3722	316	12	2021-08-21
3723	712	44	2021-08-21
3724	287	51	2021-08-21
3725	91	20	2021-08-21
3726	613	9	2021-08-21
3727	891	34	2021-08-21
3728	625	23	2021-08-21
3729	20	41	2021-08-21
3730	715	16	2021-08-21
3731	859	70	2021-08-21
3732	767	32	2021-08-21
3733	640	30	2021-08-21
3734	56	28	2021-08-21
3735	630	41	2021-08-21
3736	426	40	2021-08-21
3737	326	63	2021-08-21
3738	30	17	2021-08-21
3739	130	18	2021-08-21
3740	857	68	2021-08-21
3741	285	5	2021-08-21
3742	57	59	2021-08-21
3743	858	13	2021-08-21
3744	727	34	2021-08-21
3745	694	22	2021-08-21
3746	287	58	2021-08-21
3747	54	61	2021-08-21
3748	251	62	2021-08-21
3749	186	68	2021-08-21
3750	28	13	2021-08-21
3751	324	13	2021-08-21
3752	158	43	2021-08-21
3753	960	13	2021-08-21
3754	993	62	2021-08-21
3755	275	25	2021-08-21
3756	840	2	2021-08-21
3757	526	1	2021-08-21
3758	406	42	2021-08-21
3759	503	25	2021-08-21
3760	963	26	2021-08-21
3761	716	7	2021-08-21
3762	452	62	2021-08-21
3763	408	17	2021-08-21
3764	949	28	2021-08-21
3765	714	29	2021-08-21
3766	502	9	2021-08-21
3767	248	10	2021-08-21
3768	460	29	2021-08-21
3769	512	34	2021-08-21
3770	131	37	2021-08-21
3771	570	53	2021-08-21
3772	805	29	2021-08-22
3773	756	29	2021-08-22
3774	887	15	2021-08-22
3775	512	29	2021-08-22
3776	772	50	2021-08-22
3777	118	30	2021-08-22
3778	487	47	2021-08-22
3779	497	31	2021-08-22
3780	926	20	2021-08-22
3781	474	46	2021-08-22
3782	111	43	2021-08-22
3783	497	41	2021-08-22
3784	628	12	2021-08-22
3785	40	40	2021-08-22
3786	998	19	2021-08-22
3787	233	15	2021-08-22
3788	719	58	2021-08-22
3789	480	13	2021-08-22
3790	423	34	2021-08-22
3791	525	5	2021-08-22
3792	555	15	2021-08-22
3793	822	70	2021-08-22
3794	268	47	2021-08-22
3795	921	3	2021-08-22
3796	827	43	2021-08-22
3797	757	24	2021-08-22
3798	639	29	2021-08-22
3799	535	49	2021-08-22
3800	46	56	2021-08-22
3801	14	26	2021-08-22
3802	500	47	2021-08-22
3803	653	68	2021-08-22
3804	112	44	2021-08-22
3805	762	21	2021-08-22
3806	313	42	2021-08-22
3807	803	65	2021-08-22
3808	420	70	2021-08-22
3809	300	10	2021-08-22
3810	144	41	2021-08-22
3811	981	22	2021-08-22
3812	277	8	2021-08-22
3813	657	70	2021-08-22
3814	126	18	2021-08-22
3815	600	6	2021-08-22
3816	477	46	2021-08-22
3817	845	2	2021-08-22
3818	30	64	2021-08-22
3819	38	3	2021-08-22
3820	510	5	2021-08-22
3821	797	48	2021-08-22
3822	704	12	2021-08-22
3823	694	54	2021-08-22
3824	240	61	2021-08-22
3825	3	49	2021-08-22
3826	839	68	2021-08-22
3827	42	12	2021-08-22
3828	362	57	2021-08-22
3829	130	49	2021-08-22
3830	727	7	2021-08-22
3831	187	10	2021-08-22
3832	846	44	2021-08-22
3833	926	57	2021-08-22
3834	20	46	2021-08-22
3835	674	42	2021-08-22
3836	148	41	2021-08-22
3837	7	14	2021-08-22
3838	97	44	2021-08-22
3839	290	12	2021-08-22
3840	225	31	2021-08-22
3841	217	41	2021-08-22
3842	8	17	2021-08-22
3843	777	19	2021-08-22
3844	76	26	2021-08-22
3845	584	59	2021-08-22
3846	2	39	2021-08-22
3847	67	8	2021-08-22
3848	881	9	2021-08-22
3849	348	47	2021-08-22
3850	418	17	2021-08-22
3851	739	24	2021-08-22
3852	686	9	2021-08-22
3853	932	48	2021-08-22
3854	878	61	2021-08-22
3855	883	61	2021-08-23
3856	22	16	2021-08-23
3857	751	31	2021-08-23
3858	736	61	2021-08-23
3859	707	30	2021-08-23
3860	24	54	2021-08-23
3861	560	43	2021-08-23
3862	352	33	2021-08-23
3863	326	12	2021-08-23
3864	496	30	2021-08-23
3865	699	18	2021-08-23
3866	31	40	2021-08-23
3867	737	47	2021-08-23
3868	32	35	2021-08-23
3869	188	10	2021-08-23
3870	567	30	2021-08-23
3871	445	53	2021-08-23
3872	624	34	2021-08-23
3873	440	5	2021-08-23
3874	65	39	2021-08-23
3875	742	16	2021-08-23
3876	347	32	2021-08-23
3877	343	47	2021-08-23
3878	796	25	2021-08-23
3879	942	50	2021-08-23
3880	874	61	2021-08-23
3881	650	26	2021-08-23
3882	96	20	2021-08-23
3883	234	46	2021-08-23
3884	8	29	2021-08-23
3885	416	46	2021-08-23
3886	165	62	2021-08-23
3887	992	20	2021-08-23
3888	670	59	2021-08-23
3889	953	1	2021-08-23
3890	6	38	2021-08-23
3891	401	65	2021-08-23
3892	595	20	2021-08-23
3893	748	65	2021-08-23
3894	788	3	2021-08-23
3895	993	51	2021-08-23
3896	887	61	2021-08-23
3897	780	48	2021-08-23
3898	549	14	2021-08-23
3899	347	1	2021-08-23
3900	474	34	2021-08-23
3901	517	66	2021-08-23
3902	381	24	2021-08-23
3903	292	8	2021-08-23
3904	715	26	2021-08-23
3905	806	64	2021-08-23
3906	31	18	2021-08-23
3907	730	23	2021-08-23
3908	713	17	2021-08-23
3909	238	42	2021-08-23
3910	866	41	2021-08-23
3911	520	68	2021-08-23
3912	425	15	2021-08-23
3913	143	49	2021-08-23
3914	439	58	2021-08-23
3915	689	42	2021-08-23
3916	289	42	2021-08-23
3917	595	22	2021-08-23
3918	229	28	2021-08-23
3919	616	63	2021-08-23
3920	243	20	2021-08-23
3921	181	48	2021-08-23
3922	127	13	2021-08-23
3923	9	32	2021-08-23
3924	643	8	2021-08-23
3925	10	11	2021-08-23
3926	413	36	2021-08-23
3927	174	23	2021-08-23
3928	290	66	2021-08-23
3929	731	38	2021-08-23
3930	595	14	2021-08-23
3931	761	30	2021-08-23
3932	505	28	2021-08-23
3933	800	64	2021-08-23
3934	125	9	2021-08-23
3935	631	10	2021-08-23
3936	341	63	2021-08-23
3937	372	31	2021-08-23
3938	215	51	2021-08-23
3939	491	47	2021-08-23
3940	834	64	2021-08-23
3941	138	3	2021-08-23
3942	439	53	2021-08-23
3943	94	37	2021-08-23
3944	83	34	2021-08-23
3945	444	38	2021-08-23
3946	198	25	2021-08-23
3947	126	44	2021-08-23
3948	862	25	2021-08-23
3949	658	37	2021-08-23
3950	229	44	2021-08-23
3951	496	66	2021-08-23
3952	316	42	2021-08-24
3953	974	45	2021-08-24
3954	783	59	2021-08-24
3955	715	13	2021-08-24
3956	50	1	2021-08-24
3957	998	65	2021-08-24
3958	761	23	2021-08-24
3959	9	65	2021-08-24
3960	590	20	2021-08-24
3961	143	19	2021-08-24
3962	491	11	2021-08-24
3963	909	15	2021-08-24
3964	341	11	2021-08-24
3965	761	51	2021-08-24
3966	331	21	2021-08-24
3967	562	30	2021-08-24
3968	671	28	2021-08-24
3969	17	30	2021-08-24
3970	105	32	2021-08-24
3971	79	38	2021-08-24
3972	247	35	2021-08-24
3973	353	43	2021-08-24
3974	40	12	2021-08-24
3975	732	39	2021-08-24
3976	95	33	2021-08-24
3977	35	36	2021-08-24
3978	297	4	2021-08-24
3979	139	40	2021-08-24
3980	522	13	2021-08-24
3981	269	31	2021-08-24
3982	647	59	2021-08-24
3983	493	5	2021-08-24
3984	726	2	2021-08-24
3985	98	20	2021-08-24
3986	491	27	2021-08-24
3987	996	46	2021-08-24
3988	716	29	2021-08-24
3989	249	49	2021-08-24
3990	463	13	2021-08-24
3991	961	1	2021-08-24
3992	887	3	2021-08-24
3993	681	58	2021-08-24
3994	878	36	2021-08-24
3995	813	9	2021-08-24
3996	975	57	2021-08-24
3997	613	36	2021-08-24
3998	34	11	2021-08-24
3999	239	22	2021-08-24
4000	12	69	2021-08-24
4001	832	5	2021-08-24
4002	574	21	2021-08-24
4003	726	10	2021-08-24
4004	787	57	2021-08-24
4005	49	38	2021-08-24
4006	316	27	2021-08-24
4007	670	40	2021-08-24
4008	113	67	2021-08-24
4009	562	58	2021-08-24
4010	168	57	2021-08-24
4011	64	58	2021-08-24
4012	16	26	2021-08-24
4013	527	68	2021-08-24
4014	1	32	2021-08-24
4015	354	18	2021-08-24
4016	293	7	2021-08-24
4017	868	10	2021-08-24
4018	6	12	2021-08-24
4019	36	55	2021-08-24
4020	264	42	2021-08-24
4021	660	40	2021-08-24
4022	39	13	2021-08-24
4023	554	56	2021-08-24
4024	381	40	2021-08-24
4025	167	32	2021-08-24
4026	845	43	2021-08-24
4027	927	28	2021-08-24
4028	545	64	2021-08-24
4029	281	36	2021-08-24
4030	952	27	2021-08-24
4031	471	67	2021-08-24
4032	645	55	2021-08-24
4033	337	54	2021-08-24
4034	313	11	2021-08-24
4035	955	70	2021-08-24
4036	726	19	2021-08-24
4037	630	22	2021-08-24
4038	751	48	2021-08-24
4039	271	51	2021-08-24
4040	759	15	2021-08-24
4041	439	2	2021-08-24
4042	481	48	2021-08-24
4043	558	9	2021-08-24
4044	610	41	2021-08-24
4045	787	69	2021-08-24
4046	974	8	2021-08-24
4047	686	69	2021-08-25
4048	105	36	2021-08-25
4049	813	45	2021-08-25
4050	783	60	2021-08-25
4051	296	47	2021-08-25
4052	847	36	2021-08-25
4053	82	19	2021-08-25
4054	72	33	2021-08-25
4055	92	40	2021-08-25
4056	601	60	2021-08-25
4057	1000	44	2021-08-25
4058	591	38	2021-08-25
4059	939	53	2021-08-25
4060	122	9	2021-08-25
4061	894	25	2021-08-25
4062	585	38	2021-08-25
